DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
638 - DIABETES W CC,330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,NY - East Long Island,42,$11194.14,$9886.80,$9137.47
149 - DYSEQUILIBRIUM,330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,101 HOSPITAL ROAD,PATCHOGUE,NY,11772,NY - East Long Island,34,$34933.67,$4574.23,$3716.11
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,330043,SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,NY - East Long Island,33,$58839.84,$20545.60,$19726.21
603 - CELLULITIS W/O MCC,330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,NY - East Long Island,32,$28613.62,$6234.56,$5075.65
603 - CELLULITIS W/O MCC,330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTR,NY,11570,NY - East Long Island,59,$23702.22,$6151.25,$4943.88
603 - CELLULITIS W/O MCC,330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,NY - East Long Island,133,$36863.81,$5712.64,$4436.28
603 - CELLULITIS W/O MCC,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,NY - East Long Island,161,$31047.19,$6273.01,$5028.30
603 - CELLULITIS W/O MCC,330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,327 BEACH 19TH STREET,FAR ROCKAWAY,NY,11691,NY - East Long Island,69,$22693.57,$11459.53,$10710.89
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,330045,HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,NY - East Long Island,65,$65988.73,$19550.66,$15509.04
603 - CELLULITIS W/O MCC,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NY - East Long Island,123,$21880.38,$6338.73,$5032.29
603 - CELLULITIS W/O MCC,330332,ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NY - East Long Island,49,$27574.16,$5812.24,$4421.26
603 - CELLULITIS W/O MCC,330340,SOUTHAMPTON HOSPITAL,240 MEETING HOUSE LANE,SOUTHAMPTON,NY,11968,NY - East Long Island,64,$21950.01,$6585.60,$5724.42
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330198,SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NY - East Long Island,37,$23067.05,$6629.02,$5777.56
603 - CELLULITIS W/O MCC,330353,FOREST HILLS HOSPITAL,102 - 01 66TH ROAD,FOREST HILLS,NY,11375,NY - East Long Island,116,$19177.93,$7356.24,$6487.80
603 - CELLULITIS W/O MCC,330372,FRANKLIN HOSPITAL,900 FRANKLIN AVENUE,VALLEY STREAM,NY,11580,NY - East Long Island,64,$27411.04,$5929.68,$4871.93
603 - CELLULITIS W/O MCC,330393,UNIVERSITY HOSPITAL ( STONY BROOK ),HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,NY - East Long Island,105,$30472.69,$9675.31,$8478.29
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,330055,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,56-45 MAIN STREET,FLUSHING,NY,11355,NY - East Long Island,47,$49707.89,$25337.57,$23906.27
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330332,ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NY - East Long Island,17,$74537.47,$34116.52,$32843.47
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,330128,ELMHURST HOSPITAL CENTER,79-01 BROADWAY,ELMHURST,NY,11373,NY - East Long Island,25,$11249.36,$8452.40,$7668.96
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NY - East Long Island,90,$74891.33,$24430.27,$23038.70
149 - DYSEQUILIBRIUM,330167,WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,MINEOLA,NY,11501,NY - East Long Island,53,$28653.64,$5679.69,$4627.28
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NY - East Long Island,36,$129814.86,$42305.16,$40538.02
948 - SIGNS & SYMPTOMS W/O MCC,330353,FOREST HILLS HOSPITAL,102 - 01 66TH ROAD,FOREST HILLS,NY,11375,NY - East Long Island,32,$18892.25,$6142.18,$5439.68
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,330167,WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,MINEOLA,NY,11501,NY - East Long Island,79,$105497.55,$22842.55,$21312.05
149 - DYSEQUILIBRIUM,330181,GLEN COVE HOSPITAL,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NY - East Long Island,23,$10724.56,$4657.73,$3122.04
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,330182,"ST FRANCIS HOSPITAL, ROSLYN",100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NY - East Long Island,126,$79558.54,$18664.45,$16121.33
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,NY - East Long Island,16,$76538.43,$17392.18,$16272.18
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,330193,FLUSHING HOSPITAL MEDICAL CENTER,45TH AVENUE AND PARSONS BOULEVARD,FLUSHING,NY,11355,NY - East Long Island,11,$43122.90,$28834.90,$28014.54
149 - DYSEQUILIBRIUM,330182,"ST FRANCIS HOSPITAL, ROSLYN",100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NY - East Long Island,40,$20461.62,$4435.65,$3212.12
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NY - East Long Island,33,$62555.12,$26612.06,$25656.42
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,330198,SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NY - East Long Island,27,$64667.22,$18718.88,$17971.33
149 - DYSEQUILIBRIUM,330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,NY - East Long Island,33,$18493.81,$4192.00,$3236.36
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,NY - East Long Island,29,$195519.55,$44602.68,$41700.82
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,NY - East Long Island,28,$83571.35,$18652.07,$17848.07
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTR,NY,11570,NY - East Long Island,35,$120457.54,$39935.22,$38875.22
149 - DYSEQUILIBRIUM,330193,FLUSHING HOSPITAL MEDICAL CENTER,45TH AVENUE AND PARSONS BOULEVARD,FLUSHING,NY,11355,NY - East Long Island,17,$11939.64,$6944.00,$5608.70
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NY - East Long Island,16,$68369.93,$19412.93,$18213.00
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,330353,FOREST HILLS HOSPITAL,102 - 01 66TH ROAD,FOREST HILLS,NY,11375,NY - East Long Island,15,$67411.33,$23344.46,$22742.86
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,330393,UNIVERSITY HOSPITAL ( STONY BROOK ),HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,NY - East Long Island,35,$75374.05,$27394.08,$23081.08
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,NY - East Long Island,25,$90014.56,$16556.36,$15925.00
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NY - East Long Island,125,$51843.98,$12091.30,$9771.90
149 - DYSEQUILIBRIUM,330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NY - East Long Island,38,$25158.44,$7254.15,$6002.34
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,330043,SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,NY - East Long Island,35,$42758.57,$16483.65,$14618.28
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,330045,HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,NY - East Long Island,32,$55263.56,$14436.34,$12129.15
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,330107,PECONIC BAY MEDICAL CENTER,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,NY - East Long Island,25,$31835.64,$8310.68,$7410.20
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,330055,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,56-45 MAIN STREET,FLUSHING,NY,11355,NY - East Long Island,58,$26142.12,$19804.75,$17624.89
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330198,SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NY - East Long Island,58,$120709.22,$40412.06,$38004.29
149 - DYSEQUILIBRIUM,330198,SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NY - East Long Island,64,$14245.06,$4567.03,$3469.25
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NY - East Long Island,126,$48393.16,$19232.47,$17003.77
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NY - East Long Island,37,$160939.70,$62492.32,$60529.24
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,330167,WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,MINEOLA,NY,11501,NY - East Long Island,100,$76379.08,$18525.36,$15487.62
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,330181,GLEN COVE HOSPITAL,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NY - East Long Island,12,$48855.91,$14404.08,$13468.75
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,330182,"ST FRANCIS HOSPITAL, ROSLYN",100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NY - East Long Island,162,$68370.20,$15227.98,$11915.29
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,NY - East Long Island,11,$66569.09,$13383.18,$12465.72
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,330193,FLUSHING HOSPITAL MEDICAL CENTER,45TH AVENUE AND PARSONS BOULEVARD,FLUSHING,NY,11355,NY - East Long Island,15,$27627.86,$22614.00,$19562.00
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NY - East Long Island,52,$41054.11,$21936.96,$19481.44
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,330198,SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NY - East Long Island,40,$49208.72,$14331.37,$13407.87
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330193,FLUSHING HOSPITAL MEDICAL CENTER,45TH AVENUE AND PARSONS BOULEVARD,FLUSHING,NY,11355,NY - East Long Island,59,$77150.20,$60002.84,$57823.88
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,330128,ELMHURST HOSPITAL CENTER,79-01 BROADWAY,ELMHURST,NY,11373,NY - East Long Island,27,$29041.62,$15653.00,$14822.77
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,NY - East Long Island,17,$164776.88,$42810.00,$37429.76
149 - DYSEQUILIBRIUM,330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,NY - East Long Island,11,$8121.18,$7991.54,$6865.36
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,NY - East Long Island,42,$76098.88,$16867.33,$12906.30
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330182,"ST FRANCIS HOSPITAL, ROSLYN",100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NY - East Long Island,45,$143633.20,$42288.06,$33189.91
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,101 HOSPITAL ROAD,PATCHOGUE,NY,11772,NY - East Long Island,37,$61703.78,$8392.24,$7693.75
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NY - East Long Island,14,$44802.78,$16937.07,$12847.21
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,330393,UNIVERSITY HOSPITAL ( STONY BROOK ),HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,NY - East Long Island,31,$60564.09,$20634.61,$18480.16
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,NY - East Long Island,24,$75908.58,$15326.16,$11544.37
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NY - East Long Island,24,$43104.87,$7326.25,$5737.95
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,330043,SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,NY - East Long Island,20,$73313.90,$27379.90,$21893.20
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,NY - East Long Island,23,$10361.56,$11044.04,$10165.08
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,330055,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,56-45 MAIN STREET,FLUSHING,NY,11355,NY - East Long Island,28,$62782.17,$31631.35,$28828.78
149 - DYSEQUILIBRIUM,330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,NY - East Long Island,11,$23494.90,$4838.72,$3382.81
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NY - East Long Island,61,$83394.80,$30011.06,$27119.77
149 - DYSEQUILIBRIUM,330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTR,NY,11570,NY - East Long Island,21,$17491.57,$4661.66,$3697.47
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,330088,EASTERN LONG ISLAND HOSPITAL,201 MANOR PLACE,GREENPORT,NY,11944,NY - East Long Island,40,$20630.05,$5279.67,$4419.72
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,330167,WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,MINEOLA,NY,11501,NY - East Long Island,48,$101072.89,$28509.52,$25528.20
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,330182,"ST FRANCIS HOSPITAL, ROSLYN",100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NY - East Long Island,170,$105726.17,$24520.73,$20511.91
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NY - East Long Island,50,$73886.92,$33978.74,$31397.04
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,330198,SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NY - East Long Island,16,$102950.00,$26146.81,$18674.18
149 - DYSEQUILIBRIUM,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,NY - East Long Island,45,$21703.55,$4921.11,$3206.13
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,330045,HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,NY - East Long Island,25,$27029.04,$5435.20,$4745.52
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330181,GLEN COVE HOSPITAL,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NY - East Long Island,20,$81287.45,$39924.65,$35217.75
948 - SIGNS & SYMPTOMS W/O MCC,330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTR,NY,11570,NY - East Long Island,17,$22872.52,$5017.76,$4359.41
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330167,WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,MINEOLA,NY,11501,NY - East Long Island,48,$185527.14,$53594.29,$50594.39
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,NY - East Long Island,26,$106970.30,$26476.88,$18114.61
149 - DYSEQUILIBRIUM,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NY - East Long Island,23,$15330.39,$4682.56,$3657.34
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,330393,UNIVERSITY HOSPITAL ( STONY BROOK ),HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,NY - East Long Island,73,$86573.26,$32465.15,$29816.76
149 - DYSEQUILIBRIUM,330332,ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NY - East Long Island,16,$17720.12,$4259.25,$3418.25
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,330043,SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,NY - East Long Island,119,$51658.64,$16370.96,$13868.73
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,330045,HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,NY - East Long Island,29,$74946.06,$13187.79,$12180.65
149 - DYSEQUILIBRIUM,330340,SOUTHAMPTON HOSPITAL,240 MEETING HOUSE LANE,SOUTHAMPTON,NY,11968,NY - East Long Island,23,$14999.30,$4998.56,$3974.73
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,330055,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,56-45 MAIN STREET,FLUSHING,NY,11355,NY - East Long Island,121,$27061.85,$19088.35,$16124.99
948 - SIGNS & SYMPTOMS W/O MCC,330055,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,56-45 MAIN STREET,FLUSHING,NY,11355,NY - East Long Island,65,$21175.61,$6993.06,$5652.60
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NY - East Long Island,391,$51050.92,$19072.82,$15624.00
149 - DYSEQUILIBRIUM,330353,FOREST HILLS HOSPITAL,102 - 01 66TH ROAD,FOREST HILLS,NY,11375,NY - East Long Island,43,$14510.02,$5571.16,$4614.30
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,101 HOSPITAL ROAD,PATCHOGUE,NY,11772,NY - East Long Island,29,$211703.51,$43773.58,$39418.48
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,330128,ELMHURST HOSPITAL CENTER,79-01 BROADWAY,ELMHURST,NY,11373,NY - East Long Island,16,$21497.18,$25212.00,$24231.50
149 - DYSEQUILIBRIUM,330372,FRANKLIN HOSPITAL,900 FRANKLIN AVENUE,VALLEY STREAM,NY,11580,NY - East Long Island,21,$23585.14,$4530.23,$3459.76
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,330167,WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,MINEOLA,NY,11501,NY - East Long Island,293,$51421.08,$18542.96,$13904.61
149 - DYSEQUILIBRIUM,330393,UNIVERSITY HOSPITAL ( STONY BROOK ),HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,NY - East Long Island,32,$18271.78,$6589.96,$5640.84
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,330182,"ST FRANCIS HOSPITAL, ROSLYN",100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NY - East Long Island,923,$64149.40,$15078.88,$11100.83
149 - DYSEQUILIBRIUM,330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,327 BEACH 19TH STREET,FAR ROCKAWAY,NY,11691,NY - East Long Island,13,$22149.53,$9051.46,$8058.69
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NY - East Long Island,287,$50671.71,$21777.01,$18365.43
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,330198,SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NY - East Long Island,59,$61011.69,$14582.84,$12239.38
149 - DYSEQUILIBRIUM,330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,NY - East Long Island,57,$28997.64,$4358.14,$2915.22
176 - PULMONARY EMBOLISM W/O MCC,330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,NY - East Long Island,11,$26552.90,$13318.36,$12147.63
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,330167,WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,MINEOLA,NY,11501,NY - East Long Island,74,$63269.22,$10564.47,$9446.63
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330107,PECONIC BAY MEDICAL CENTER,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,NY - East Long Island,17,$147691.29,$40448.82,$39539.88
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,NY - East Long Island,160,$76811.15,$16096.94,$11953.89
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NY - East Long Island,74,$194873.82,$56791.41,$50665.64
176 - PULMONARY EMBOLISM W/O MCC,330043,SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,NY - East Long Island,18,$30777.38,$7912.77,$7350.33
176 - PULMONARY EMBOLISM W/O MCC,330045,HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,NY - East Long Island,12,$25464.50,$6764.91,$5729.91
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,330393,UNIVERSITY HOSPITAL ( STONY BROOK ),HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,NY - East Long Island,183,$56661.25,$19856.03,$16998.10
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,NY - East Long Island,42,$88775.69,$15207.88,$10298.09
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,330043,SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,NY - East Long Island,13,$36985.07,$14032.15,$13166.30
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,330045,HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,NY - East Long Island,12,$81327.08,$12313.41,$11380.75
176 - PULMONARY EMBOLISM W/O MCC,330055,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,56-45 MAIN STREET,FLUSHING,NY,11355,NY - East Long Island,29,$31211.31,$10660.96,$9122.79
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NY - East Long Island,53,$51512.47,$16925.11,$14371.86
